,Unnamed: 0,ID,NAME,TYPE_ONE,TYPE_TWO,FAST_MOVE,FAST_MOVE_POWER,FAST_MOVE_TYPE,FAST_ENERGY_BOOST,FAST_MOVE_DURATION,CHARGE_MOVE,CHARGE_MOVE_POWER,CHARGED_MOVE_TYPE,CHARGE_MOVE_ENERGY_COST,CHARGE_MOVE_DURATION,DAMAGE WINDOW START
54,66,4,Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
55,65,4,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
56,64,4,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
57,63,4,Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Charge,70.0,Fire,33.0,3.8,2.9
58,61,4,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Charge,70.0,Fire,33.0,3.8,2.9
59,60,4,Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
60,59,4,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Charge,70.0,Fire,33.0,3.8,2.9
61,58,4,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Charge,70.0,Fire,33.0,3.8,2.9
62,57,4,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
63,56,4,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
64,55,4,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
65,54,4,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
66,53,4,Shadow Charmander,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
67,52,4,Shadow Charmander,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Burst,70.0,Fire,50.0,2.6,1.0
68,83,5,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Burst,70.0,Fire,50.0,2.6,1.0
69,84,5,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Fire Punch,55.0,Fire,33.0,2.2,1.5
70,85,5,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flamethrower,70.0,Fire,50.0,2.2,1.5
71,86,5,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Return,35.0,Normal,33.0,0.7,0.1
72,90,5,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
73,88,5,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
74,89,5,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
75,81,5,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flame Burst,70.0,Fire,50.0,2.6,1.0
76,91,5,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
77,87,5,Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Fire Punch,55.0,Fire,33.0,2.2,1.5
78,80,5,Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
79,82,5,Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Fire Punch,55.0,Fire,33.0,2.2,1.5
80,78,5,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Frustration,10.0,Normal,33.0,2.0,1.0
81,79,5,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flame Burst,70.0,Fire,50.0,2.6,1.0
82,68,5,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Fire Punch,55.0,Fire,33.0,2.2,1.5
83,69,5,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
84,70,5,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
85,72,5,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flame Burst,70.0,Fire,50.0,2.6,1.0
86,71,5,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
87,74,5,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Flame Burst,70.0,Fire,50.0,2.6,1.0
88,75,5,Shadow Charmeleon,Fire,,Scratch,6.0,Normal,4.0,0.5,Fire Punch,55.0,Fire,33.0,2.2,1.5
89,76,5,Shadow Charmeleon,Fire,,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
90,77,5,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Flamethrower,70.0,Fire,50.0,2.2,1.5
91,73,5,Shadow Charmeleon,Fire,,Fire Fang,12.0,Fire,8.0,0.9,Fire Punch,55.0,Fire,33.0,2.2,1.5
92,131,6,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Blast Burn,110.0,Fire,50.0,3.3,2.75
93,135,6,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Overheat,160.0,Fire,100.0,4.0,2.6
94,134,6,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Fire Blast,140.0,Fire,100.0,4.2,3.1
95,133,6,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Blast Burn,110.0,Fire,50.0,3.3,2.75
96,132,6,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Return,35.0,Normal,33.0,0.7,0.1
97,130,6,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Fire Blast,140.0,Fire,100.0,4.2,3.1
98,124,6,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
99,128,6,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Blast Burn,110.0,Fire,50.0,3.3,2.75
100,127,6,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
101,126,6,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
102,125,6,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Return,35.0,Normal,33.0,0.7,0.1
103,136,6,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
104,129,6,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
105,137,6,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Return,35.0,Normal,33.0,0.7,0.1
106,123,6,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
107,139,6,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Flamethrower,70.0,Fire,50.0,2.2,1.5
108,140,6,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Overheat,160.0,Fire,100.0,4.0,2.6
109,141,6,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Fire Blast,140.0,Fire,100.0,4.2,3.1
110,142,6,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Overheat,160.0,Fire,100.0,4.0,2.6
111,143,6,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
112,144,6,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
113,145,6,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
114,146,6,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Blast Burn,110.0,Fire,50.0,3.3,2.75
115,147,6,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Flamethrower,70.0,Fire,50.0,2.2,1.5
116,148,6,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Overheat,160.0,Fire,100.0,4.0,2.6
117,149,6,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
118,150,6,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
119,151,6,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
120,138,6,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
121,122,6,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Blast Burn,110.0,Fire,50.0,3.3,2.75
122,116,6,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Overheat,160.0,Fire,100.0,4.0,2.6
123,120,6,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
124,92,6,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Blast Burn,110.0,Fire,50.0,3.3,2.75
125,93,6,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Blast Burn,110.0,Fire,50.0,3.3,2.75
126,94,6,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Fire Blast,140.0,Fire,100.0,4.2,3.1
127,121,6,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
128,96,6,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Blast Burn,110.0,Fire,50.0,3.3,2.75
129,97,6,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
130,98,6,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
131,99,6,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Blast Burn,110.0,Fire,50.0,3.3,2.75
132,100,6,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Overheat,160.0,Fire,100.0,4.0,2.6
133,101,6,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Blast Burn,110.0,Fire,50.0,3.3,2.75
134,102,6,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
135,103,6,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Flamethrower,70.0,Fire,50.0,2.2,1.5
136,104,6,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
137,105,6,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
138,95,6,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
139,107,6,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Fire Blast,140.0,Fire,100.0,4.2,3.1
140,106,6,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Overheat,160.0,Fire,100.0,4.0,2.6
141,119,6,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Fire Blast,140.0,Fire,100.0,4.2,3.1
142,118,6,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
143,115,6,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Flamethrower,70.0,Fire,50.0,2.2,1.5
144,114,6,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
145,117,6,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
146,112,6,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
147,111,6,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
148,110,6,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Overheat,160.0,Fire,100.0,4.0,2.6
149,109,6,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
150,108,6,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
151,113,6,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
152,167,7,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
153,161,7,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Tail,50.0,Water,33.0,1.9,1.2
154,166,7,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Water Pulse,70.0,Water,50.0,3.2,2.2
155,165,7,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
156,164,7,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
157,163,7,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Tail,50.0,Water,33.0,1.9,1.2
158,162,7,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Jet,45.0,Water,33.0,2.6,1.7
159,160,7,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
160,156,7,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
161,158,7,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
162,157,7,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Water Pulse,70.0,Water,50.0,3.2,2.2
163,155,7,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
164,154,7,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Tail,50.0,Water,33.0,1.9,1.2
165,153,7,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Jet,45.0,Water,33.0,2.6,1.7
166,152,7,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Tail,50.0,Water,33.0,1.9,1.2
167,159,7,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
168,183,8,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
169,182,8,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
170,181,8,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
171,180,8,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
172,179,8,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
173,178,8,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
174,176,8,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
175,177,8,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
176,174,8,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
177,173,8,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
178,172,8,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
179,171,8,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
180,170,8,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
181,169,8,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
182,168,8,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
183,175,8,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
184,198,9,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
185,199,9,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
186,200,9,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
187,201,9,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
188,205,9,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
189,203,9,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
190,197,9,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
191,206,9,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
192,207,9,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
193,202,9,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
194,196,9,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
195,204,9,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
196,194,9,Shadow Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
