,ID,NAME,TYPE_ONE,TYPE_TWO,FAST_MOVE,FAST_MOVE_POWER,FAST_MOVE_TYPE,FAST_ENERGY_BOOST,FAST_MOVE_DURATION,CHARGE_MOVE,CHARGE_MOVE_POWER,CHARGED_MOVE_TYPE,CHARGE_MOVE_ENERGY_COST,CHARGE_MOVE_DURATION,DAMAGE WINDOW START
114,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
115,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
116,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Blast Burn,110.0,Fire,50.0,3.3,2.75
117,0006,Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
118,0006,Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Overheat,160.0,Fire,100.0,4.0,2.6
119,0006,Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Fire Blast,140.0,Fire,100.0,4.2,3.1
120,0006,Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
121,0006,Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
122,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
123,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Overheat,160.0,Fire,100.0,4.0,2.6
124,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Overheat,160.0,Fire,100.0,4.0,2.6
125,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Fire Blast,140.0,Fire,100.0,4.2,3.1
126,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Blast Burn,110.0,Fire,50.0,3.3,2.75
127,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Overheat,160.0,Fire,100.0,4.0,2.6
128,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Blast Burn,110.0,Fire,50.0,3.3,2.75
129,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Fire Blast,140.0,Fire,100.0,4.2,3.1
130,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Flamethrower,70.0,Fire,50.0,2.2,1.5
131,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Blast Burn,110.0,Fire,50.0,3.3,2.75
132,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Blast Burn,110.0,Fire,50.0,3.3,2.75
133,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Flamethrower,70.0,Fire,50.0,2.2,1.5
134,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Fire Blast,140.0,Fire,100.0,4.2,3.1
135,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Blast Burn,110.0,Fire,50.0,3.3,2.75
136,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Flamethrower,70.0,Fire,50.0,2.2,1.5
137,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
138,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Flamethrower,70.0,Fire,50.0,2.2,1.5
139,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Fire Blast,140.0,Fire,100.0,4.2,3.1
140,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Frustration,10.0,Normal,33.0,2.0,1.0
141,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
142,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Overheat,160.0,Fire,100.0,4.0,2.6
143,0006,Shadow Charizard,Fire,Flying,Air Slash,14.0,Flying,10.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
144,0006,Shadow Charizard,Fire,Flying,Fire Spin,14.0,Fire,10.0,1.1,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
145,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Frustration,10.0,Normal,33.0,2.0,1.0
146,0006,Shadow Charizard,Fire,Flying,Ember,10.0,Fire,10.0,1.0,Frustration,10.0,Normal,33.0,2.0,1.0
147,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Flamethrower,70.0,Fire,50.0,2.2,1.5
148,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Overheat,160.0,Fire,100.0,4.0,2.6
149,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Dragon Claw,50.0,Dragon,33.0,1.7,1.1
150,0006,Shadow Charizard,Fire,Flying,Dragon Breath,6.0,Dragon,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
151,0006,Shadow Charizard,Fire,Flying,Wing Attack,8.0,Flying,9.0,0.8,Fire Blast,140.0,Fire,100.0,4.2,3.1
152,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Water Pulse,70.0,Water,50.0,3.2,2.2
153,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
154,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
155,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Tail,50.0,Water,33.0,1.9,1.2
156,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Frustration,10.0,Normal,33.0,2.0,1.0
157,0007,Shadow Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Jet,45.0,Water,33.0,2.6,1.7
158,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Tail,50.0,Water,33.0,1.9,1.2
159,0007,Shadow Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
160,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Water Pulse,70.0,Water,50.0,3.2,2.2
161,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Jet,45.0,Water,33.0,2.6,1.7
162,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
163,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Water Pulse,70.0,Water,50.0,3.2,2.2
164,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Return,35.0,Normal,33.0,0.7,0.1
165,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
166,0007,Squirtle,Water,,Tackle,5.0,Normal,5.0,0.5,Aqua Tail,50.0,Water,33.0,1.9,1.2
167,0007,Squirtle,Water,,Bubble,12.0,Water,14.0,1.2,Aqua Tail,50.0,Water,33.0,1.9,1.2
168,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
169,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
170,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
171,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
172,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Frustration,10.0,Normal,33.0,2.0,1.0
173,0008,Shadow Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
174,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
175,0008,Shadow Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
176,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
177,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
178,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
179,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
180,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
181,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
182,0008,Wartortle,Water,,Water Gun,5.0,Water,5.0,0.5,Aqua Jet,45.0,Water,33.0,2.6,1.7
183,0008,Wartortle,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
184,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
185,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
186,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
187,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
188,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
189,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
190,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
191,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
192,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Return,35.0,Normal,33.0,0.7,0.1
193,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Ice Beam,90.0,Ice,50.0,3.3,1.3
194,0009,Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Pump,130.0,Water,100.0,3.3,0.9
195,0009,Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
196,0009,Shadow Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
197,0009,Shadow Blastoise,Water,,Bite,6.0,Dark,4.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
198,0009,Shadow Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Flash Cannon,100.0,Steel,100.0,2.7,1.6
199,0009,Shadow Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Skull Bash,130.0,Normal,100.0,3.1,1.8
200,0009,Shadow Blastoise,Water,,Water Gun,5.0,Water,5.0,0.5,Hydro Cannon,90.0,Water,50.0,1.9,0.5
